review_text,processed_text,predictions
@detikcom @detikjatim_ Lebih bermanfaat program tidur siang gratis daripada makan siang gratis, lebih manfaat program tidur siang gratis daripada makan siang gratis,Positif
AIPDA Ari Cahyono memantau kegiatan Program Pemerintah RI Makan Siang Bergizi Gratis di SDN 02 Jl. Jambu RT 07/RW 05 Kelurahan Cempaka Putih Kecamatan Ciputat Timur Kota Tangerang Selatan https://t.co/r6x6OUihx5,aipda ari cahyono pantau giat program perintah ri makan siang gizi gratis di sdn jalan jambu rt rw lurah cempaka putih camat ciputat timur kota tangerang selatan,Positif
@txtdaritax So True lepas dari banyak kekurangannya toh BPJS benar benar dirasakan manfaatnya oleh rakyat bahkan lebih relevan dan lebih darurat dari program makan siang gratis.,so true lepas dari banyak kurang toh bpjs benar benar rasa manfaat oleh rakyat bahkan lebih relevan dan lebih darurat dari program makan siang gratis,Negatif
@detikcom @detikjatim_ Program tidur siang atau latah makan siang gratis, program tidur siang atau latah makan siang gratis,Positif
TERIMAKASIH RAKYAT INDONESIA ATAS PAJAK YANG ANDA BAYARKAN! Untuk Membiayai Makan Siang Gratis Dan MENGGAJI Para Pejabat Negeri Ini Presiden Prabowo meminta tidak ada ucapan 'terima kasih Prabowo' atas program Makan Bergizi Gratis. Prabowo tegaskan program itu kewajibannya https://t.co/VteywdfzsG,terimakasih rakyat indonesia atas pajak yang anda bayar untuk biaya makan siang gratis dan gaji para jabat negeri ini presiden prabowo minta tidak ada ucap terima kasih prabowo atas program makan gizi gratis prabowo tegas program itu wajib,Positif
@IrawanRommi Program pemerintah mmng tujuan nya baik contoh nya makan siang gratis kesehatan gratis pendidikan 9 thun gratis bangun akademisi tarap internasional gratis Tp dlm pelaksanaan nya APBN kita bonyok gegara hutang LN yg menggundung serta programÂ² d atas rentan d korupsi,program perintah mmng tuju nya baik contoh nya makan siang gratis sehat gratis didik thun gratis bangun akademisi tarap internasional gratis tapi dalam laksana nya apbn kita ayah ibu gegara hutang ln yang menggundung serta program di atas rentan di korupsi,Positif
@kegblgnunfaedh Ini tandanya proyek makan siang gratis dri awal di eksekusi kurang prhitungan dan matang contohnya kaya gini baru juga mulau program mkn siang pmrintah udh kalang kabut cari modal harusnya sblum di mulai program ini udh di pikirkn matang2 dananya dll,ini tanda proyek makan siang gratis dari awal di eksekusi kurang prhitungan dan matang contoh kaya begini baru juga mulau program makan siang pmrintah sudah kalang kabut cari modal harus sblum di mulai program ini sudah di pikirkn matang dana dan lain,Negatif
Program makan siang gratis https://t.co/hiMayZzY5m,program makan siang gratis,Positif
@realmadridindo1 Makan siang gratis dari kantor sim cuma bukan program pemerintah. :),makan siang gratis dari kantor sim cuma bukan program perintah,Negatif
lagi meeting tahunan @belajarlagiHQ lalu lewat jam makan siang... Tiba-tiba dapet program makan siang gratis dari pak kepsek @MFaizGhifari https://t.co/09okTpSzLV,lagi meeting tahun lalu lewat jam makan siang tiba tiba dapat program makan siang gratis dari pak kepala sekolah,Positif
Makan Siang Gratis si bocil di TK nya padal si bocil TK swasta mana di kabupaten tapi Alhamdulillah malah duluan dapetnya. si Genduk malah blom dpt padal SD Negeri di Kota pula. Alhamdulillah selama program berjalan baik pokoke didoain yg baik2 biar jadinya baik Aamiin. https://t.co/N7gXeazkCP,makan siang gratis si bocil di tk nya padal si bocil tk swasta mana di kabupaten tapi alhamdulillah bahkan duluan dapetnya si genduk bahkan belum dapat padal sd negeri di kota pula alhamdulillah lama program jalan baik pokoke didoain yang baik biar jadi baik aamiin,Positif
@dipsiutomo @kegblgnunfaedh jgn apaÂ² selalu di kaitkan dg bersyukur. bersyukur itu jg hrs liat konteks permasalahan. itu makan siang gratis program pemerintah awalnya budgetnya lbh gede tp malah pas eksekusi malah di turunin. lu yakin gada korupsi di program tsb? itu ga pure gratis loh dana dr pajak,jangan apa selalu di kait dengan syukur syukur itu juga harus lihat konteks masalah itu makan siang gratis program perintah awal budgetnya lebih gede tapi bahkan pas eksekusi bahkan di turunin kamu yakin tidak ada korupsi di program sebut itu tidak pure gratis loh dana dari pajak,Negatif
@KompasTV Bener banget apa kata loe Wo @prabowo kabinet loe kompak kompak dlm hal ngemis ke rakyat minta rakyat membantu makan siang gratis lah makan siang gratis itu kn program loe Wo.... ,benar banget apa kata kamu wo kabinet kamu kompak kompak dalam hal ngemis ke rakyat minta rakyat bantu makan siang gratis lah makan siang gratis itu kan program kamu wo,Negatif
jangan lupa makan siang (bkn mkn dri program siang gratis itu),jangan lupa makan siang bukan makan dari program siang gratis itu,Positif
@e100ss Program makan siang gratis adalah pembodohan bagi pemilih 02 apapun cara d tempuh cari dana yg halal maupun haram. Belum lagi nanti d korupsi sama pelaksana lapangan,program makan siang gratis adalah bodoh bagi pilih apa cara di tempuh cari dana yang halal maupun haram belum lagi nanti di korupsi sama laksana lapang,Negatif
Kabar Gembira! Sekolah-sekolah di PLBN Aruk sudah siap menerima program makan siang gratis. Yuk lihat daftar lengkapnya disini! #BNPP #MakanSiangGratis #PLBNAruk #Pendidikan https://t.co/KrfPz8Efpb,kabar gembira sekolah sekolah di plbn aruk sudah siap terima program makan siang gratis ayo lihat daftar lengkap sini,Positif
@Gerindra Dengerin komika didi sunardi ya min. Itu masukan yg baik buat program makan siang gratis. Sy mendukung makan siang gratis. Tp kalo namanya sdh jd proyek. Pasti banyak evaluasiny. Mksh min,dengar komika didi sunardi iya minimal itu masuk yang baik buat program makan siang gratis saya dukung makan siang gratis tapi kalau nama sudah jadi proyek pasti banyak evaluasiny terima kasih minimal,Negatif
@prabowo Di sekolah anak sy smpe sekarang Belum Mencium Bau Makan siang Gratis apa program ini untuk Sekolah Pilihan.. SDN Seru indah ciputat,di sekolah anak saya sampai sekarang belum cium bau makan siang gratis apa program ini untuk sekolah pilih sdn seru indah ciputat,Positif
@SINDOnews Wah keren banget nih program makan siang gratis buat warga Depok! Semoga bisa terus dilanjutin ya.,wah keren banget ini program makan siang gratis buat warga depok moga bisa terus dilanjutin iya,Positif
@berlianidris @BPJSKesehatanRI Ada 'makan siang gratis' yg jadi program utama simbol keberhasilan prabowo yg harus diprioritaskan ,ada makan siang gratis yang jadi program utama simbol hasil prabowo yang harus prioritas,Negatif
@Adiprayitno_20 Bagi saya 1. Masih belum maksimal dan 5% krn hanya sentuh Makan Siang Gratis saja. Program lain yg dijanjiin masih di Cloud. 2. Masih belum Maksimal krn masih cari koneksi keluar negeri. 3. Mana janji kartu2 tuh ha Mr.Gib? Jgn bagi2 ini itu trus. Kartu2 tuh kapan?, bagi saya masih belum maksimal dan karena hanya sentuh makan siang gratis saja program lain yang dijanjiin masih di cloud masih belum maksimal karena masih cari koneksi keluar negeri mana janji kartu itu tertawa mr gib jangan bagi ini itu terus kartu itu kapan,Negatif
@BBCIndonesia Paling khawatir sama program makan siang gratis. Jangankan yang muda anak kecil pun sampai dibungkam suaranya dan dikatain pea sama om-om tukang gym ,paling khawatir sama program makan siang gratis jangan yang muda anak kecil pun sampai bungkam suara dan dikatain pea sama om om tukang gym,Negatif
Ini orang udah sukses bikin semua user TikTok percaya program Makan Bergizi Gratis dibiayain pakai duit pribadinya dari awal sampai sekarang ,ini orang sudah sukses bikin semua user tiktok percaya program makan gizi gratis dibiayain pakai uang pribadi dari awal sampai sekarang,Positif
@BANGSAygSUJUD @prabowo @florieliciouss @FDonghun @EricRicaldo @bitCarli77 @99propaganda @are_inismyname @Ndons_Back @Kimberley_PS08 @mpoklela7 @Lembayung071 Logika jongkok bersyukur sih iya tapi sehat cerdas dan tidak stunting itu tidak bisa diselesaikan dengan makan siang. Program ini ide aja yang bagus. Dengan bilang gratis itu salah satu pembodohan publik mana ada program pemerintah yang gratis semua butuh anggaran.,inismyname back ps logika jongkok syukur sih iya tapi sehat cerdas dan tidak stunting itu tidak bisa selesai dengan makan siang program ini ide saja yang bagus dengan bilang gratis itu salah satu bodoh publik mana ada program perintah yang gratis semua butuh anggar,Negatif
@Adiprayitno_20 Kinerja masih nol persen tidak menunjukkan hasil yg positif program makan siang gratis blepotan Mr Presiden masih bayang2 Mulyono Samsul bisanya cuma bagi2 zuzu Para pembantu nya tidak bisa kerja cuman urusan haji yg positif wamelu positif., kerja masih nol persen tidak tunjuk hasil yang positif program makan siang gratis blepot mr presiden masih bayang mulyono samsul bisa cuma bagi zuzu para bantu nya tidak bisa kerja cuma urus haji yang positif wamelu positif,Negatif
@SINDOnews Wah keren banget nih program makan siang gratis buat warga Depok! Semoga bisa berlanjut terus ya,wah keren banget ini program makan siang gratis buat warga depok moga bisa lanjut terus iya,Positif
@Fahrihamzah Padahal selama 100 hari belum kelihatan kinerjanya selain menteri2 nya yg pamer ketululan dan program makan siang gratis yg membuat anak2 di beberapa daerah keracunan ,padahal lama hari belum lihat kerja selain menteri nya yang pamer ketululan dan program makan siang gratis yang buat anak di beberapa daerah racun,Negatif
@pandji Gue sih setuju dengan program makan siang gratis. Asal duitnya diambil dari hal2 gak penting kaya gini. https://t.co/nCXWE3QpQm,saya sih tuju dengan program makan siang gratis asal duit ambil dari hal tidak penting kaya begini,Negatif
@hammsqi iirc di Jepang sendiri Yokohma baru adain program makan siang gratis tahun 2018 disaat participatory rate di Jepang saat itu udah 99% buat sekolah SD dan 87% buat sekolah tingkatan SMP. Jadi emang pasti bakal lama dan ga 100% langsung merata.,iirc di jepang sendiri yokohma baru adain program makan siang gratis tahun saat participatory rate di jepang saat itu sudah buat sekolah sd dan buat sekolah tingkat sampai jadi memang pasti bakal lama dan tidak langsung rata,Negatif
[HOAKS] MENU PROGRAM MAKAN SIANG GRATIS BUSUK DAN BASI https://t.co/2q1cUcIAxz,hoaks menu program makan siang gratis busuk dan basi,Positif
Anak/Keponakan/Saudara kamu termasuk berpendidikan jika mengerti bahwa program makan siang dari bacotannya Bowo-Fufufafa tidak gratis.,anak keponakan saudara kamu masuk didik jika erti bahwa program makan siang dari bacot bowo fufufafa tidak gratis,Positif
@Jelli_cent @prabowo Dedy elu tanya ke cateringnya seharga berapa nasi box buat artis dan crew-nya ? Pastinya minimal 40 -50 ribu . Eluu bandingin dengan program makan siang gratis yang 10 ribu. Itupun kalau belum di sunat . Mikiiiir donk jangan asal ngejeplak .,cent dedy kamu tanya ke cateringnya harga berapa nasi box buat artis dan crew nya pasti minimal ribu eluu bandingin dengan program makan siang gratis yang ribu itu kalau belum di sunat mikir donk jangan asal ngejeplak,Positif
program makan siang bergizi gratis for vampires https://t.co/S5PQrIsLfn,program makan siang gizi gratis for vampires,Positif
Sebenernya yang salah tuh program makan siang gratis atau target makan siang gratisnya?,sebenernya yang salah itu program makan siang gratis atau target makan siang gratis,Positif
program makan siang gratis buat anak SMA itu cukup nasi telor sambel aja bonus 1 batang surya,program makan siang gratis buat anak sma itu cukup nasi telor sambel saja bonus batang surya,Positif
Program makan siang dan susu gratis Lebih mirip makanan buat anak kucing deh Gemoysian dan Belimbing Sayur,program makan siang dan susu gratis lebih mirip makan buat anak kucing deh gemoysian dan belimbing sayur,Positif
@LexWu_13 Si Botok ngawur bikin konten memperagakan body &amp, si botok bicara sembarang bikin konten aga body amp,Negatif
Program makan siang gratis itu sangat bagus cuman pelaksanaannya rawan dikorupsi dan akibat dikorupsi kualitas makanannya pun bisa sangat rendah dan memunculkan banyak keluhan anak2.. Pak @prabowo program MBG harusnya di awasin dgn ketad jgn sampe anak2 yg dikorbankan.. https://t.co/SUnaxIySTW,program makan siang gratis itu sangat bagus cuma laksana rawan korupsi dan akibat korupsi kualitas makan pun bisa sangat rendah dan muncul banyak keluh anak pak program mbg harus di awasin dengan ketad jangan sampai anak yang korban,Positif
@rakyatj03747494 @barengwarga Ini lagi duit jajan gratis program angan angan lo itu ga masuk akal Orang Program makan siang gratis aja pemerintah Masih bingung nombokin anggarannya malah jajan gratis? Kalo gaenak itu ya solusinya menu nya yg dirubah atau vendor nya yang perlu dievalusi,ini lagi uang jajan gratis program angan angan kamu itu tidak masuk akal orang program makan siang gratis saja perintah masih bingung nombokin anggar bahkan jajan gratis kalau gaenak itu iya solusi menu nya yang rubah atau vendor nya yang perlu dievalusi,Negatif
Heran berita ricuh sebarengan ini : -dokter kecantikan perihal produk kosmestik -kerusakan ekosistem di beberapa titik pesisir indonesia -program msg(makan siang gratis) -konten edukatif tour dpr (di notis cara berpakaian) Bingung belum ada tanggapan dll kalangan atas sedang -,heran berita ricuh bareng ini dokter cantik perihal produk kosmestik rusa ekosistem di beberapa titik pesisir indonesia program msg makan siang gratis konten edukatif tour dpr di not cara pakai bingung belum ada tanggap dan lain kalang atas sedang,Positif
@kegblgnunfaedh mau berapa lagi cukai rokok sudah dinaikkan sampe keujung sekarat sekarang mau ditambah lagi nambah buat menambal ketidakmampuan janji makan siang gratis....makanya kalo punya ide jangan asal jeplak sekarang mode panik karena gak ada uang buat program absurd,mau berapa lagi cukai rokok sudah naik sampai ujung sekarat sekarang mau tambah lagi nambah buat tambal ketidakmampuan janji makan siang gratis karena kalau punya ide jangan asal jeplak sekarang mode panik karena tidak ada uang buat program absurd,Negatif
Semisal nih. Si anaknya beliau ikut makan program makan siang gratis terus keracunan lalu komplain apakah pak deddy cahyadi akan bilang ke anaknya gitu doang ngeluh gw dulu pernah keracunan beli steak 6juta Kok kayaknya goblok banget ga sih,misal ini si anak beliau ikut makan program makan siang gratis terus racun lalu komplain apakah pak deddy cahyadi akan bilang ke anak begitu saja ngeluh saya dulu pernah racun beli steak juta kok kayak bodoh banget tidak sih,Negatif
Padahal itu bukan sumbangan dari pemerintah ataupun negara! Itu karena janjinya si bowo sendiri yang pingin ada program makan siang gratis. Dan sumber dari program itu ya pajak yang dimana ortu dari anak itu juga bayar pajak!!....,padahal itu bukan sumbang dari perintah atau negara itu karena janji si bowo sendiri yang ingin ada program makan siang gratis dan sumber dari program itu iya pajak yang mana orang tua dari anak itu juga bayar pajak,Negatif
Jadi anakÂ² ini di gaslight sama influencer kroco + artis gede bahwa kalok makan siang gratis itu macem sumbangan sukarela dari pemerintah yang harus diterima sekalipun makanannya ga bergizi dan ga enak dan ketika mereka kritik program itu mereka dibilang gak bersyukur Coba,jadi anak ini di gaslight sama influencer kroco artis gede bahwa kalok makan siang gratis itu macam sumbang sukarela dari perintah yang harus terima sekalipun makan tidak gizi dan tidak enak dan ketika mereka kritik program itu mereka bilang tidak syukur coba,Negatif
@stravenues Goblok banyak program yg lebih penting dan strategis mandek cuma buat makan siang gratis,bodoh banyak program yang lebih penting dan strategis mandek cuma buat makan siang gratis,Negatif
eh wo kata gw program makan siang gratis diutamain buat wilayah Indonesia Timur dlu aja dah,eh wo kata saya program makan siang gratis diutamain buat wilayah indonesia timur dulu saja sudah,Negatif
@Mdy_Asmara1701 Takkk botaaaaaxxx @corbuzier tahu gejrot itu makanan khas daerah saya.. Dan termasuk salah satu makanan yg di cari wisatawan kalo berkunjung.. Dan anak lu blg ga enak gaya gayaan pake bandingin nasi kotak program makan siang gratis sama nasi kotak di tempat syuting ,asmara tak botax tahu gejrot itu makan khas daerah saya dan masuk salah satu makan yang di cari wisatawan kalau kunjung dan anak kamu bilang tidak enak gaya gaya pakai bandingin nasi kotak program makan siang gratis sama nasi kotak di tempat syuting,Negatif
@kozirama Kalau dipikir-pikir eskalasi dalam merespon soal pro &amp,kalau pikir pikir eskalasi dalam merespon soal profesional amp,Positif
Lagi pula di sisi lain program makan siang gratis ini kan sekarang cuman menyasar anak sekolah terus gimana dong nasib mereka yg bahkan kagak bisa sekolah sama sekali?,lagi pula di sisi lain program makan siang gratis ini kan sekarang cuma sasar anak sekolah terus bagaimana dong nasib mereka yang bahkan tidak bisa sekolah sama sekali,Negatif
@gamilaarief Yee bego lu @corbuzier gimana ceritanya bandingin makan siang gratis yang jelas gak layak sama makanan buat anak artis. Mau diliat dari sisi mana pun jelas beda lah kocak itu kan nasi box lu bukan buat program negara aneh lu aneh aneh aneh,yee bego kamu bagaimana cerita bandingin makan siang gratis yang jelas tidak layak sama makan buat anak artis mau liat dari sisi mana pun jelas beda lah kocak itu kan nasi box kamu bukan buat program negara aneh kamu aneh aneh aneh,Negatif
@eleanorr234 setan2 goblok bawahan prabowo lagi sibuk cari alternatif dana untuk program TOLOL.. makan siang gratis,setan bodoh bawah prabowo lagi sibuk cari alternatif dana untuk program tolol makan siang gratis,Positif
Dengan lebih baik dalam segi apapun. Semua senang kalau negara beneran bisa bikin program yang beneran bagus. Kalau makan bergizi gratis ini nanti dievaluasi terus menerus mungkin anak cucu kita bisa merasakan makan siang enak kenyang dan bernutrisi di sekolah setiap hari.,dengan lebih baik dalam segi apa semua senang kalau negara sungguh bisa bikin program yang sungguh bagus kalau makan gizi gratis ini nanti evaluasi terus terus mungkin anak cucu kita bisa rasa makan siang enak kenyang dan nutrisi di sekolah tiap hari,Negatif
program makan siang gratis ada anak yang request menu sushi atau katsu bro pikir ini warung ramen ichiraku apa.,program makan siang gratis ada anak yang request menu sushi atau katsu saudara laki pikir ini warung ramen ichiraku apa,Negatif
@miund Org menengah kali org kaya mah Bodo amat Bayangin aja uang pajak hasil jerih payah smpe liang bool bekeringat dianggarkan ke program yg trnyata tdk sesuai janji apalagi makan siang gratis blm merata di tiap daerah ada yg menunya wow ada jg yg memprihatinkan,orang tengah kali orang kaya mah bodoh amat bayangin saja uang pajak hasil jerih payah sampai liang bool bekeringat anggar ke program yang trnyata tidak sesuai janji apalagi makan siang gratis belum rata di tiap daerah ada yang menu wow ada juga yang prihatin,Negatif
Program Tidak Ada Makan Siang Gratis https://t.co/Lu3ItxKFUb,program tidak ada makan siang gratis,Negatif
Ayo...siapa yg berani bilang program makan siang gratis di Jepang krn anak2 di Jepang lapar?,ayo siapa yang berani bilang program makan siang gratis di jepang karena anak di jepang lapar,Negatif
@TsamaraDKI Antara MBG dengan kemampuan ortu ngasih mi instan adalah DUA KASUS YG BERBEDA. Program MBG katanya solusi masalah stanting makan mi instan adl masalah kemiskinan. Masalah kemiskinan tentu solusinya bukan makan siang gratis tapi berikan pekerjaan dan upah yg layak!!!,antara mbg dengan mampu orang tua beri mi instan adalah dua kasus yang beda program mbg kata solusi masalah stanting makan mi instan adl masalah miskin masalah miskin tentu solusi bukan makan siang gratis tapi ikan kerja dan upah yang layak,Negatif
@detikcom Gak ngaca ya? Program Makan Siang Gratis sama aja kan?,tidak ngaca iya program makan siang gratis sama saja kan,Negatif
@ARSIPAJA Emang ada ya buzzer khusus mengkritisi program makan siang gratis itu? Emang siapa yang bayar?,memang ada iya buzzer khusus kritisi program makan siang gratis itu memang siapa yang bayar,Negatif
@maryshelparaiso Program Makan Siang Bergizi Gratis memberikan harapan baru bagi para siswa di Papua agar bisa tumbuh dengan sehat dan cerdas,program makan siang gizi gratis beri harap baru bagi para siswa di papua agar bisa tumbuh dengan sehat dan cerdas,Positif
klo ada 1 kata yang harus dihilangin dari Program Makan Siang Bergizi Gratis menurut gw ya gratis nya itu,kalau ada kata yang harus dihilangin dari program makan siang gizi gratis turut saya iya gratis nya itu,Negatif
Lihat bagaimana @TsamaraDKI dan dedi tituler @corbuzier sudah turun gunung itu berarti mereka sudah kebakaran jenggot akibat ulah mereka sendiri terlalu gegabah bikin program makan siang gratis nyekek,lihat bagaimana dan dedi tituler sudah turun gunung itu arti mereka sudah bakar jenggot akibat ulah mereka sendiri terlalu gegabah bikin program makan siang gratis nyekek,Positif
link video di rep twt deddy diatas adalah SALAH SATU contoh kegagapan pemerintah periode skrg dalam menyiapkan makan siang gratis. sebenernya program makan siang gratis ini bukan prioritas untuk menaikkan kualitas sdm indo menurut sy. cm krn udh terlanjur yaudah lah anying ,link video di rep twt deddy atas adalah salah satu contoh gagap perintah periode sekarang dalam siap makan siang gratis sebenernya program makan siang gratis ini bukan prioritas untuk naik kualitas sdm indo turut saya cuma karena sudah lanjur ya sudah lah anying,Negatif
Soalnya dri sudut pandang gw yg memicu kontra di masyarakat ttg program ini tuh krna ketidakmerataan makanan yg dibagikan gak sih? Kan jdi dipertanyakan (kalau emg programnya makan siang bergizi gratis) ini standar ahli gizi nya gimana? Kok bisa bedaÂ² di tiap sekolahnya???,soal dari sudut pandang saya yang picu kontra di masyarakat tentang program ini itu krna ketidakmerataan makan yang bagi tidak sih kan jadi tanya kalau memang program makan siang gizi gratis ini standar ahli gizi nya bagaimana kok bisa beda di tiap sekolah,Negatif
@KangManto123 Yang jelas digitnya lebih banyak dari pada program makan siang gratis.,yang jelas digit lebih banyak dari pada program makan siang gratis,Positif
@LexWu_13 Soalnya makan siang gratis di Indonesia dikelola sama vendor-vendor makanya biaya nya bakal kepotong potong terus. Harusnya program makan siang gratis ini harus mengikut sertakan peran dari umkm atau komunitas lokal agar pemotongan biaya minim dan bisa menguntungkan umkm juga, soal makan siang gratis di indonesia kelola sama vendor vendor karena biaya nya bakal potong potong terus harus program makan siang gratis ini harus ikut serta peran dari umkm atau komunitas lokal agar potong biaya minim dan bisa untung umkm juga,Negatif
